code_national_tri,libelle_tri,liste_libelle_risque,libelle_bassin_risques,date_arrete_pcb,date_arrete_carte,date_arrete_pcb_local,date_arrete_prefet_parties_prenantes,date_arrete_approbation,date_arrete_national,code_insee,libelle_commune
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76275,FONTENAY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76282,FRENEUSE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76296,GAINNEVILLE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76305,GONFREVILLE-L'ORCHER
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76313,GOUY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76319,GRAND-COURONNE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76322,LE GRAND-QUEVILLY
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76341,HARFLEUR
76DREAL20140002,DIEPPE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,04/11/2015,19/12/2016,,76349,HAUTOT-SUR-MER
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76350,HAUTOT-SUR-SEINE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76351,LE HAVRE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76354,HENOUVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76366,LE HOULME
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76402,MALAUNAY
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76404,MANEGLISE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76410,MAROMME
76DREAL20140002,DIEPPE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,04/11/2015,19/12/2016,,76414,MARTIN-EGLISE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76447,MONTIVILLIERS
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76451,MONT-SAINT-AIGNAN
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76452,MONTVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76457,MOULINEAUX
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76474,NOTRE-DAME-DE-BONDEVILLE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76477,NOTRE-DAME-DU-BEC
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76481,OCTEVILLE-SUR-MER
76DREAL20140002,DIEPPE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,04/11/2015,19/12/2016,,76482,OFFRANVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76484,OISSEL
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76486,ORIVAL
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76489,OUDALLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76495,PAVILLY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76497,PETIT-COURONNE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76498,LE PETIT-QUEVILLY
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76533,ROGERVILLE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76534,ROLLEVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76540,ROUEN
76DREAL20140002,DIEPPE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,04/11/2015,19/12/2016,,76545,ROUXMESNIL-BOUTEILLES
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76552,SAINTE-ADRESSE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76560,SAINT-AUBIN-EPINAY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76561,SAINT-AUBIN-LES-ELBEUF
76DREAL20140002,DIEPPE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,04/11/2015,19/12/2016,,76565,SAINT-AUBIN-SUR-SCIE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76566,SAINTE-AUSTREBERTHE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76575,SAINT-ETIENNE-DU-ROUVRAY
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76596,SAINT-LAURENT-DE-BREVEDENT
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76599,SAINT-LEGER-DU-BOURG-DENIS
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76614,SAINT-MARTIN-DE-BOSCHERVILLE
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76615,SAINT-MARTIN-DU-BEC
76DREAL20140003,LE HAVRE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,30/03/2015,27/07/2015,19/12/2016,06/11/2012,76616,SAINT-MARTIN-DU-MANOIR
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76617,SAINT-MARTIN-DU-VIVIER
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76631,SAINT-PAER
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,76636,SAINT-PIERRE-DE-VARENGEVILLE
